date,kind,content,solution
원동기(동력발생장치) 기타,2024-10-04 ~ ,"유로6c 도입에 따라 환경 규제가 강화되어 납을 제거한 베어링(leda-free bearing)을 MAN D26 엔진의 크랭크샤프틍 하부 베어링에 장착함. 납이 제거된 베어링은 먼지 및 이물질에 의하여 심하게 오염되었을 경우 베어랑이 소착될 수 있으며, 이로 인해 화재가 발생할 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>TGS 카고(TGS 26.420 6X4 BB): 2016.10.14~2016.10.17TGS 카고(TGS 26.460 6X2.2 LL): 2017.11.09~2017.11.14TGS 카고(TGS 26.460 6X4 BB): 2017.06.06~2018.10.11TGS 카고(TGS 26.460 6X4 BL): 2017.01.03~2018.12.04TGS 카고(TGS 26.460 6X6 BB): 2017.09.05~2019.10.09TGS 카고(TGS 28.420 6X2.2 BL): 2017.01.13~2019.01.22TGS 카고(TGS 35.460 8X4.4 BBL): 2018.04.06~2018.07.25TGS 카고(TGS 35.460 8X4.4 BL): 2017.01.24~2017.05.17TGS 카고(TGS 35.500 8X4.4 BL): 2016.09.19~2019.02.04TGS 카고(TGS 44.460 10X4.6 BL): 2016.12.12~2017.08.30TGS 카고(TGS 44.500 10X4.6 BL): 2017.01.24~2018.10.16TGX 트랙터(TGX 28.460 6X2.2 BLS)2016.10.06~2018.09.24TGX 트랙터(TGX 28.500 6X2.2 BLS)2016.10.07~2019.07.31Lio버스(CO 26.460 E6 (460)): 2016.09.30~2018.09.14Lio버스(CO 26.470 E6 (470)): 2019.07.05~2019.07.31","개선된 메인베어링으로 교체 <단, 일부 차량의 경우 기존에 전국 만트럭버스코리아 서비스센터에서 조치가 완료되어, 해당 작업을 위해 추가로 서비스센터를 방문이 필요하지 않을 수 있으니 자세한 사항은 제작사 고객센터(080-661-1472)으로 문의하여 주시기 바랍니다.>"
동력전달장치 기타,2024-10-02 ~ ,"파워트레인 컨트롤 유닛 소프트웨어 전송에 오류가 발생할 수 있으며, 이런 경우 마지막 주행 사이클에 대한 OBD 진단 정보(예: 고장코드)가 저장되지 않을 수 있는 가능성에 따른 리콜 <대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",파워트레인 컨트롤 유닛(PTCU) 소프트웨어 업데이트 
승차 및 실내장치 기타,2024-10-01 ~ ,근접시계장치 및 앞면시계장치의 설계 오류로 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제50조(간접시계장치)의 근접시계장치 및 앞면시계장치의 곡률반경 기준 부적합이 확인됨에 따른 리콜 <대상차량별 생산일자>NEW BYD eBus-12 (K9DE): 2021.12.15∼2024.04.15 BYD eBus-12 (K9): 2017.02.27 BYD eBus-12 (K9DA): 2018.10.01BYD eBus-12 (K9DB): 2017.04.10BYD eBus-12 (K9DC): 2018.07.12~2021.10.21BYD eBus-12 (K9DC-A): 2021.10.21,서비스센터에서 대상 자동차에 대하여 간접시계장치를 개선품으로 교체 
시계확보장치 기타,2024-09-30 ~ ,"후방카메라의 배선 경로 설계 오류로 인하여 운행 중 배선의 움직임과 진동으로 인해 후방카메라 커넥터의 배선이 손상될 수 있으며, 이런 경우 시간이 지남에 따라 운행 중 후방카메라 배선의 움직임과 진동으로 인해 후방카메라 배선이 손상되고 이로 인하여 후방카메라 표시 이미지가 흐릿하거나, 왜곡되거나, 여러 색상으로 표시되거나 또는 표시되지 않을 수 있는 가능성에 따른 리콜 (이는 미국연방자동차안전기준 후방 시계장치(FMVSS 111 s.5.5 “Rear “Rear Visibility"")에 부합하지 않을 수 있음)"," 1. 후방카메라 작동 상태 확인   - 만약 후방카메라 배선이 손상되지 않았으면, 보호 테이프 부착 및 배선 경로 수정   - 만약 후방카메라 배선이 손상되었으면, 후방카메라 교체 후 보호 테이프 부착 및 배선 경로 수정 "
원동기(동력발생장치) 기타,2024-09-30 ~ ,"증발가스 캐니스터가 오장착 되었을 수 있으며, 이런 경우 대기환경보존법의 증발 가스 배출 기준을 충족하지 못할 수 있는 가능성에 따른 리콜 ",올바른 증발가스 캐니스터 부품으로 교환을 실시 
원동기(동력발생장치) 기타,2024-09-30 ~ ,본 차량에 장착되어 있는 흡기 다기관에 과도하게 퇴적된 탄화물에 의해 배기가스 재순환 장치 성능이 저하되면 질소 산화물의 배출량이 증가될 수 있는 가능성이 확인됨. 또한 민감한 엔진 제어 시스템으로 인해 운전자의 주행 조건에 따라 질소 산화물의 배출량이 증가될 수 있는 가능성도 동시에 확인함. 이런 경우 규정된 배출가스 수치를 초과할 수 있는 가능성에 따른 리콜,흡기 다기관 교환 및 엔진/변속기/바디 제어장치 모듈 소프트웨어 업데이트 
제동장치 기타,2024-09-30 ~ ,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선으로 인한 엔진룸 소손 발생 가능성에 따른 리콜 ,엔진룸 정션박스내 HECU 관련 퓨즈를 개선품으로 교환 (합선 발생 시 전원 차단하여 소손 예방)
조향장치 기타,2024-09-27 ~ ,"조향장치(킹핀)의 설계적 문제로 차량이 고속 주행 중 또는 포트홀이 있는 노면을 주행할 때, 조향핸들에 강한 횡진동이 발생할 수 있으며 이런 경우 안전 운행에 영향을 줄 수 있음이 확인됨에 따른 리콜 <대상차량별 생산일자>스카니아 카고트럭(S540B10X4*6NA): 2020.04.28~2023.03.01스카니아 카고트럭(R500B10X4*6NA): 2017.09.01~2024.05.08스카니아 카고트럭(S560B10X4*6NB): 2023.04.25~2024.05.27스카니아 카고트럭(S500B10X4*6NA): 2017.05.10~2020.02.28스카니아 카고트럭(G450B10X4*6NA): 2018.05.30~2023.02.28스카니아 카고트럭(G460B10X4*6NA): 2023.02.01~2024.04.19스카니아 카고트럭(S560B10X4*6NA): 2022.06.22~2023.02.27스카니아 카고트럭(R500B10X4*6NB): 2019.01.29~2020.03.06스카니아 카고트럭(G500B10x4*6NA): 2019.10.16~2019.10.22스카니아 카고트럭(S500B10X4*6NB): 2019.08.12~2019.09.30",부싱 타입 킹핀으로 교체 
전기장치 기타,2024-09-27 ~ ,"공급업체의 생산 공정 오류로 인하여 파이로 퓨즈(Pyro-fuse)의 하우징이 제대로 고정되지 않을 수 있으며, 이런 경우 파이로 퓨즈는 의도한 대로 작동하더라도 플러그인 하이브리드 차량(PHEV) 및 전기차량(BEV)에서는 주변 배선을 손상시킬 수 있고, 이로 인해 고전압 시스템이 정상 작동되지 않는 경우 사전 경고 없이 추진력이 상실될 수 있어 사고나 부상의 위험을 증가할 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>EQB 300 4MATIC: 2024.06.25~2024.07.01EQA 250: 2024.06.18~2024.06.28GLA 250 4MATIC: 2024.06.18~2024.07.01","파이로 퓨즈 하우징 점검, 필요 시 교체 예정 "
제동장치 기타,2024-09-27 ~ ,전자제어유압장치(HECU) 내부 밀폐성능 저하 등으로 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손이 발생할 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>그랜저(HG): 2011.01.03~2014.10.31쏘나타 하이브리드(YFe): 2011.02.15~2014.10.31싼타페(DM): 2011.12.08~2014.10.31,엔진룸 정션박스내 HECU 개선퓨즈 장착 (합선 발생 시 전원 차단하여 소손 예방)
제동장치 기타,2024-09-27 ~ ,전자제어유압장치(HECU) 내부 밀폐성능 저하 등으로 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손이 발생할 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>투싼(LM): 2009.03.13~2009.12.31그랜저(HG): 2010.12.25~2011.01.13,엔진룸 정션박스내 HECU 개선퓨즈 장착 (합선 발생 시 전원 차단하여 소손 예방)
전기장치 기타,2024-09-26 ~ ,"엔진룸정션박스 내 단자체결부의 설계 미흡으로 온도가 과도하게 상승될 수 있으며, 이런 경우 와이어링 손상으로 인한 단락이 발생되어 화재가 발생할 수 있는 가능성에 따른 리콜 ",와이어링 교체 (동등 와이어링 사양 적용 차량은 재체결)
원동기(동력발생장치) 기타,2024-09-23 ~ ,"정화조절밸브의 댐핑놉(Damping Knob)의 내구성이 충분히 확보되지 않아 파손될 수 있으며, 이런 경우 증발가스의 조절이 어려울 수 있는 가능성에 따른 리콜 <대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터로 문의하여 주시기 바랍니다.>",정화조절밸브를 개선품으로 교체함 
차체/차대 기타,2024-09-23 ~ ,"차량의 제원 총 길이 상이로 자동차 정기 검사 시 불합격 처리 될 수 있으며, 이로 인하여 자동차 운행불가 할 수 있음이 확인됨에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제115조(제원의 허용차)에서 정하는 기준에 부적합할 수 있음)",제원 정정 및 구조 변경 
제동장치 기타,2024-09-23 ~ ,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손 발생 가능성에 따른 리콜 ,엔진룸 정션박스내 HECU 관련 퓨즈를 개선품으로 교환 (합선 발생 시 전원 차단하여 소손 예방)
원동기(동력발생장치) 기타,2024-09-20 ~ ,"연료펌프 컨트롤 유닛 및 엔진 컨트롤 유닛 소프트웨어에서 오류가 발생할 수 있으며, 이런 경우 엔진 경고등이 점등되지 않거나 저압 연료라인의 압력센서가 잘못 진단하여 연료탱크 내 펌프가 100% 부하로 작동할 수 있고, 이로 인해 배출가스 허용기준을 초과할 수 있는 가능성에 따른 리콜 <대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터로 문의하여 주시기 바랍니다.>",연료 시스템 컨트롤 유닛 소프트웨어 업데이트 및 엔진 컨트롤 유닛 SCN 코딩 실행 
원동기(동력발생장치) 기타,2024-09-20 ~ ,"엔진 컨트롤 유닛 소프트웨어에서 오류가 발생할 수 있으며, 이런 경우 연료펌프 컨트롤 유닛에서 오류가 정상적으로 진단되어도 엔진 경고등(MIL)이 점등되지 않을 수 있고, 이로 인해 배출가스 허용기준을 초과할 수 있는 가능성에 따른 리콜 <대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",엔진 컨트롤 유닛 SCN 코딩 
원동기(동력발생장치) 기타,2024-09-20 ~ ,엔진의 질소산화물 배출량 개선을 위한 소프트웨어 업데이트 진행을 위함에 따른 리콜 ,"엔진 컨트롤 유닛 소프트웨어 업데이트, 필요 시 NOx 센서 교체 "
제동장치 기타,2024-09-20 ~ ,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전화되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 수 있음. 신호 장애가 발생한 경우 서보 모터 위치센서가 정상 작동하지 않아 안전모드로 전환될 경우, 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고 상황에 따라 제동에 필요한 조직력을 더 높여야 할 수 있으며, 제동거리가 길어질 수 있음. 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>BMW 218d Active Tourer: 2024.05.22~2024.08.21 BMW 220i Active Tourer: 2024.07.04~2024.08.22BMW 520i: 2024.07.09~2024.08.02 BMW 523d: 2024.08.02~2024.08.02 BMW 530e: 2024.08.02~2024.08.02 BMW 530e xDrive Sedan: 2024.07.29~2024.07.29 BMW 530i xDrive: 2024.07.31~2024.08.02 BMW 740d xDrive: 2024.07.23~2024.08.02 BMW 740i xDrive: 2024.07.30~2024.08.02 BMW 750e xDrive: 2024.08.02~2024.08.02 BMW i5 eDrive40: 2024.07.31~2024.08.02 BMW i7 eDrive50: 2024.08.01~2024.08.02~BMW iX1 xDrive30: 2024.08.23~2024.08.23 BMW X5 M Competition: 2024.08.23~2024.08.29 BMW X5 M60i xDrive: 2024.08.10~2024.08.24 BMW X5 xDrive30d: 2024.08.21~2024.08.30 BMW X5 xDrive40d: 2024.08.22~2024.08.29 BMW X5 xDrive40i: 2024.08.11~2024.08.31 BMW X5 xDrive50e: 2024.08.08~ 024.08.30 BMW X6 M Competition: 2024.08.21~2024.08.28 BMW X6 M60i xDrive: 2024.08.13~2024.08.24 BMW X6 xDrive30d M Sport: 2024.08.07~2024.08.27 BMW X6 xDrive40d: 2024.08.12~2024.08.30 BMW X6 xDrive40i M Sport: 2024.07.31~2024.08.29 BMW X7 M60i xDrive: 2024.08.03~2024.08.24 BMW X7 xDrive40d: 2024.08.06~2024.08.31 BMW X7 xDrive40i: 2022.09.16~2024.08.30 MINI Cooper SE: 2024.07.23~2024.07.25 MINI Countryman E: 2024.04.24~2024.07.01MINI Countryman S ALL4: 2024.03.06~2024.06.26 MINI Countryman SE ALL4: 2024.04.08~2024.06.27 MINI John Cooper Works Countryman ALL4: 2024.03.11~2024.06.24",진단 강화 로직이(OTA 실시간 진단) 적용된 소프트웨어로 업데이트하여 이상 징후를 사전에 감지하고 고객에게 안내함(참고: 소프트웨어 설치 완료 후 향후 이상 발견 시 통합제동장치 무상 교체)
전기장치 기타,2024-09-12 ~ ,고전압 배터리 또는 고전압 시스템에 문제가 발생될 경우에 차량 내 경고 메시지가 표시되지만 문제가 발생한 상태에서 장시간 주차한 경우 화재가 발생될 가능성이 확인됨에 따른 리콜 ,고전압 배터리 또는 고전압 시스템의 문제 발생을 감지한 경우 배터리 충전률을 30% 미만으로 방전시키는 진단 기능이 포함된 소프트웨어로 배터리관리모듈(SME)를 업데이트 
조향장치 기타,2024-09-12 ~ ,"차량 생산 과정에서 스티어링 휠 내 ADASS [운전자지원첨단조향장치] 관련 접지 케이블 연결부 와셔의 누락으로 접지가 되지 않아 ADASS 기능이 정상적으로 작동되지 않을 수 있으며, 이런 경우 스티어링 휠에 손을 놓지 않았음에도 손이 올려져 있는 상태로 인식될 수 있어 ADASS의 '핸즈 오프 경고기능'이 작동되지 않거나 ADASS가 해제되지 않을 수 있는 가능성에 따른 리콜 (이는 '자동차 및 자동차부품의 성능과 기준에 관한 규칙' 제89조(조향장치)제2항에서 정한 안전기준에 부적합하며, 운전자가 ADASS의 기능 해제 상태를 제대로 인지하지 못하여 사고의 위험성이 있음)<대상차량별 생산일자>BMW 520d xDrive Sedan: 2024.02.05~2024.02.05 BMW 520i: 2024.01.15~2024.07.22 BMW 523d: 2024.01.16~2024.07.18 BMW 523d xDrive: 2024.01.16~2024.07.10 10BMW 530e: 2024.01.19~2024.07.22 BMW 530e xDrive Sedan: 2024.07.19~2024.07.22 BMW 530i xDrive: 2024.01.11~2024.07.19 BMW 740d xDrive: 2024.01.15~2024.07.19 BMW 740i xDrive: 2024.01.15~2024.07.19 BMW 750e xDrive: 2024.01.29~2024.07.22 BMW i5 eDrive40: 2024.01.18~2024.07.19 BMW i5 M60 xDrive: 2024.01.26~2024.07.22 BMW i5 xDrive40: 2024.03.13~2024.07.22 BMW i7 eDrive50: 2024.01.24~2024.06.07 BMW i7 M70 xDrive: 2024.07.22~2024.07.22 BMW i7 xDrive60: 2024.01.11~2024.07.10 ",스티어링 휠 내부 접지 케이블 연결부 체결 상태를 점검하여 필요 시 와셔를 장착함 
차체/차대 기타,2024-09-12 ~ ,"뒤 좌측 사이드 멤버가 생산 주조(다이캐스팅) 과정의 오류로 인해 균열이 발생되었을 수 있으며, 이런 경우 차량을 운행하는 과정에서 균열이 더 커질 수 있고, 사고 시 고전압배터리와 좌측 뒷좌석이 손상될 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>BMW i4 eDrive40: 2024.03.13~2024.04.25BMW i4 M50: 2024.03.14~2024.04.25","뒤 좌측 사이드 멤버를 점검하고, 균열이 발생된 경우 정상적으로 생산된 뒤 좌측 사이드 멤버로 교체"
,2024-09-12 ~ ,"배기가스재순환장치 내부 냉각수 누설 가능성이 있으며, 이런 경우 엔진 출력에 제한이 오거나, 엔진경고등이 점등될 수 있고 극히 드문 경우, 열적 사건의 발생 가능성을 배제할 수 없음에 따른 리콜 (차량 운행 중 엔진 경고등이나 냉각수 부족 경고등 점등, 출력저하 등의 증상이 있을 경우, 즉시 차량 운행을 중지해 주시고 하차하신 후 BMW, MINI 모빌리티 케어(080-269-0001)로 연락주시기 바랍니다.)<대상차량별 생산일자>BMW 116d: 2016.02.23BMW 218d: 2017.07.15BMW Active Tourer: 2014.10.17~2018.02.27BMW X1 sDrive: 2016.11.02 BMW X1 xDrive18d: 2016.02.06~2017.08.30BMW X1 xDrive20d: 2015.07.24~2017.05.23MINI Cooper D: 2013.12.03~2017.10.31MINI Cooper D Clubman: 2015.07.15~2018.01.05MINI Cooper D Countryman: 2017.01.05~2018.02.21MINI Cooper D Countryman ALL4: 2016.11.25~2018.01.29MINI Cooper D five-door: 2014.07.04~2017.10.31MINI Cooper SD: 2014.06.19~2017.08.17MINI Cooper SD Clubman: 2015.11.06~2018.01.08MINI Cooper SD Countryman ALL4: 2016.11.29~2018.01.18MINI Cooper SD five-door: 2014.07.02~2017.07.11","EGR 모듈을 개선된 EGR 모듈로 교체하고 EGR 파이프를 청소함, EGR 쿨러 내 누수가 확인되는 경우 흡기다기관을 교체함.추가적으로 B47C 엔진의 해당 차량들에 대해서는 OBD(자기 진단 장치, 열적 사건 발생 가능성의 진단 및 예방 가능) 소프트웨어 업데이트를 실시함."
승차 및 실내장치 기타,2024-09-12 ~ ,"인포테인먼트 모듈의 비디오 회로 배열 문제로 인하여 전자기 간섭에 취약점이 발생되었으며, 이로 인해 360° 카메라 기능을 사용하는 경우 화면이 깜빡이거나 상하로 움직이는 현상이 발생할 수 있고, 이런 경우 후방 카메라 화면도 영향을 받기 때문에 후방 시야가 줄어들어 충돌 위험이 높아질 수 있는 가능성에 따른 리콜 ",인포테인먼트 모듈의 비디오 회로 주변에 전자파 간섭 보호 부품을 장착함 
